Song.name,Artist.name,Song_popularity,Artist_popularity,Duration,Bars_confidence,Bars_start,Beats_confidence,Beats_start,End_of_fade_in,Familiarity,Key,Key_confidence,Loudness,Mode,Mode_confidence,Start_of_fade_out,Tatums_confidence,Tatums_start,Tempo,Terms_freq,Time_signature,Time_signature_confidence,Genre
Herz an herz (Live Version),Paso Doble,0.604205,0.537267,276.71465,0.504,0.8637,0,0.33957,1.001,0.727497,8,0.343,-6.694,0,0.439,264.185,0.251,0.07912,116.815,0.999936,4,0.982,rock
KAPnig und KAPnigin,Paso Doble,0.40032,0.281887,175.0722,0.251,0.98283,0.873,0.23281,0,0.386716,2,0.291,30.99688,-94.82807,-19.273,1,0.543,169.709,0.776,0.23281,80.583,1,country
Kleine Killer,Paso Doble,0.342908,0.364385,264.93342,0,0.93026,0.06,0.44767,2.479,0.58548,6,0.731,-8.648,1,0.774,252.053,0.147,0.20637,128.549,1,4,0.445,classical
Jesus_ Lover Of My Soul (Bonus Stereo Trax),Passion,0.375984,0.414196,371.33016,0.006,1.01748,1,0.49401,0.212,0.506977,0,0.477,-16.532,1,0.418,345.803,1,0.23358,110.909,0.968409,4,1,blues
Threadbare Gypsy Soul,Pat Green,0.719747,0.71367,237.13914,0,1.90268,0,1.90268,3.257,0.844085,8,0.602,-8.591,1,0.462,229.767,0.088,1.90268,156.65,0.938552,1,0.276,rock
Hermitage,Pat Metheny,0.640688,0.517342,160.62649,0.002,0.61723,1,0.24198,0.201,0.771492,4,0.519,3.89527,-8.211,1,0.521,147.342,1,0.24198,161.991,0.999829,4,country
Letter from Home,Pat Metheny,0.40032,0.393293,399.51628,0.589,0.87641,0.745,0.44991,0.264,0.5709,2,0.484,-118.24532,-12.321,0,0.461,387.199,0,0.23667,151.391,0.88767,4,blues
Traveling Fast,Pat Metheny,0.40032,0.348736,433.42322,0.061,0.58708,1,0.06704,0.171,0.580972,1,0,-11.462,1,0,427.967,0.715,0.06704,115.533,0.88634,4,1,folk
Message To A Friend,Pat Metheny / Charlie Haden,0.342908,0.32675,169.22077,1,0.20904,1,0.20904,0.369,0.505785,0,0.325,-90.9564,-16.597,1,0.508,162.209,0.69,0.20904,92.574,0.960497,1,blues
As My Fire Flies,Pat Travers,0.239806,0.20602,327.05261,1,0.23627,1,0.23627,0.192,0.520933,10,0.579,-1.2323,-10.398,0,0.335,317.55,1,0.23627,135.013,0.892452,1,blues
Bazooka,Pat Travers,0.342908,0.34725,26.67057,0,0,0.437,1.22414,0,0.496224,6,0.16,-18.169,1,0.514,26.671,0.029,0.41395,35.898,0.946303,4,0,rock
Black Betty,Pat Travers,0.342908,0.345936,239.93424,0.095,0.64551,0.954,0.27609,0.247,0.649156,5,0.414,-5.141,0,0.557,235.027,0.932,0.09137,163.006,1,4,0.257,pop
It Ain't What It Seems,Pat Travers,0.3999,0.661349,240.56118,0.031,0.97787,0.789,0.18692,0,0.8527,11,0.395,-104.99226,-6.093,1,0.477,226.209,0.494,0.18692,151.983,0.899446,4,rock
Abagui Alobi,Patience Dabany,0.415983,0.380705,239.59465,0.114,0.96617,0.526,0.3834,0.311,0.631947,7,0.527,-21.552,1,0.613,236.507,0.488,0.08155,106.33,0.920584,4,0.526,classical
Everything Has Changed,Patric C,0.342908,0.58865,247.77098,0.966,1.41707,0.981,0.11629,0.084,0.883487,11,0.443,-63.933358,-5.804,1,0.512,230.028,1,0.11629,91.981,1,4,rap
Find The Office,Patric C,0.342908,0.31912,151.64036,0.21,0.13935,0.805,0.13935,0.194,0.440042,8,0.162,-90.18043,-18.662,1,0.289,145.212,0,0.13935,95.643,1,3,blues
Elle Voulait Jouer Cabaret,Patricia Kaas,0.342908,0.542055,81.10975,0.809,0.30236,0.809,0.30236,0,0.850728,1,0.472,-121.94345,-3.869,1,0.397,81.11,0.278,0.30236,168.752,1,1,punk
Au Bout De La Marelle,Patrick Bruel,0.342908,0.327544,168.77669,0.004,1.23519,1,0.55058,0.29,0.374553,6,1,-13.478,1,0.902,161.21,0.579,0.31393,92.76,1,4,0.686,classical
J'Suis Dans La DAache,Patrick Bruel,0.544577,0.478532,274.1024,0.139,1.90054,0.622,0.28918,0,0.609742,0,0.413,-63.933358,-10.03,1,0.465,263.68,0.418,0.28918,152.077,1,5,blues
L'Appart,Patrick Bruel,0.342908,0.360053,194.76853,0.742,0.46525,0.742,0.46525,0.15,0.540038,2,0.579,-82.4167,-8.674,0,0.696,182.503,1,0.20263,118.295,1,1,blues
La Nuit,Patrick Eudeline,0.375984,0.409028,135.18322,0.023,0.94875,0.745,0.45377,0.183,0.584008,5,0.205,-82.14039,-13.941,1,0.217,130.827,0.826,0.20934,121.371,0.958838,4,rock
I Remember,Patrick Lamb,0.342908,0.40508,138.762,0.667,0.29145,0.778,0.29145,0.357,0.510368,11,0.692,-122.39293,-10.938,1,0.591,129.73,0.596,0.13519,193.626,1,4,country
An Plas'ay,Patrick Saint-Eloi,0.40032,0.360053,130.01098,0.475,0.60854,0.525,0.60854,0.316,0.540038,8,0.762,-82.4167,-23.581,0,0.764,120.581,0.426,0.37815,120.446,1,4,blues
Mo lanmou,Patrick Saint-Eloi,0.417314,0.366713,188.65587,0.314,0.99119,0.629,0.23584,0.16,0.544979,11,0.616,-8.593,1,0.648,176.57,0.328,0.1091,157.111,1,3,0.698,pop
Ola ou yA(c),Patrick Saint-Eloi,0.342908,0.392747,113.00526,0.471,0.66287,0,0.13749,0.996,0.599465,8,0.347,-118.24532,-11.333,1,0.494,106.551,0,0.13749,114.209,0.965021,3,country
Io Che Non Vivo Senza Te,Patrick Samson,0.342908,0.592439,208.66567,0.684,0.87468,0.62,0.4453,0,0.821844,5,0.118,-117.76505,-3.639,0,0.256,208.666,0.522,0.22787,138.536,1,4,rock
Anvi Viv?,Patrick St-Eloi,0.342908,0.337089,419.76118,0.312,0.16772,0.85,0.16772,0.155,0.471577,10,0.104,-6.497,0,0.484,403.203,0.569,0.16772,202.052,1,3,1,pop
Mass No. 19 in D minor_ 'Requiem' K626: Lacrimosa,Patrizia Pace/Waltraud Meier/Frank Lopardo/James Morris/Swedish Radio Choir/Stockholm Chamber Choir/Berliner Philharmoniker/Riccardo Muti,0.49449,0.344405,211.74812,0.196,0.0341,0.578,0.0341,0.142,0.584989,5,0.595,-5.184,1,0.481,199.848,0.44,0.0341,216.196,0.87823,7,0,pop
A Poor Man's Roses,Patsy Cline,0.342908,0.351676,270.602,0.127,1.54823,1,0.19837,0.166,0.598739,6,0.47,-63.933358,-8.264,0,0.572,257.515,0.634,0.19837,88.98,0.933309,4,blues
I Cried All The Way To The Altar,Patsy Cline,0.342908,0.080167,257.04444,0.981,0.69892,1,0.06642,0,0.351182,6,0.565,-6.736,1,0.561,257.044,1,0.06642,94.997,1,4,0.881,hip-hop
Stop The World And Let Me Off,Patsy Cline,0.358977,0.32643,149.55057,0.015,1.55577,0.968,0.51492,0.102,0.491695,2,0.497,-96.56183,-3.287,1,0.497,146.564,0,0.25535,115.606,0.963625,4,pop
Life's Railway To Heaven,PATSY CLINE & WILLIE NELSON,0.643471,0.448224,159.65995,0.306,0.9726,1,0.28474,4.365,0.703665,11,0.113,-13.092,1,0.506,142.698,1,0.11256,87.461,0.913432,4,1,pop
Lo and Beholden,Patti Smith,0.342908,0.469426,124.9171,0.085,1.27161,0.388,1.27161,2.252,0.704411,7,0.38,-73.85678,-10.387,1,0.333,124.917,0.202,0.71212,71.356,1,4,pop
Wing,Patti Smith,0.342908,0.360425,209.162,1,3.87531,0,3.87531,0,0.508125,7,0.069,-2.348,1,0.417,205.845,0.08,3.52226,109.505,1,4,0.575,folk
Wave,Patti Smith Group,0.40032,0.30284,242.28526,0.07,0.40537,0.625,0.40537,0.189,0.41241,0,1,-12.384,1,0.741,224.299,0.555,0.06373,88.343,1,4,0.863,folk
A Brief History of Shitty Comedy,Patton Oswalt,0.342908,0.405597,286.37995,0.01,1.95217,1,0.74483,0.38,0.337948,9,0.58,-5.955,1,0.423,282.291,0.728,0.44978,100.079,1,4,0.167,classical
You Are Allowed 20 Birthday Parties (Album),Patton Oswalt,0.40032,0.44267,190.37995,0.014,0.55806,0.756,0.06214,0,0.666564,8,0.122,-8.402,0,0.217,180.332,1,0.06214,121.015,1,4,0.859,country
All Creatures Of Our God And King,Patty Griffin,0.684613,0.532804,290.55955,0.398,0.33963,1,0.33963,0.119,0.837872,1,0.212,-4.169,1,0.338,290.56,0.653,0.13028,113.995,1,4,0.654,rock
Flaming Red,Patty Griffin,0.342908,0.349906,203.04934,0.237,0.55961,0.928,0.16329,0.096,0.484343,0,0.163,-7.222,1,0.44,200.539,0.695,0.16329,152.792,0.971299,4,0.181,rock
Let Him Fly,Patty Griffin,0.561164,0.537267,193.74975,0.037,2.04317,0.219,0.19199,0.45,0.727497,8,0.006,-7.944,0,0.364,184.274,0.219,0.19199,161.032,0.999936,7,0.933,rock
Moses,Patty Griffin,0.342908,0.352902,244.03546,0.092,0.91384,0.996,0.45632,0.154,0.431015,8,0.563,-10.258,1,0.45,239.456,0.323,0.22699,130.052,0.904468,4,1,hip-hop
Gnosis,Paul Avgerinos,0.342908,0.60663,266.21342,0.167,0.60859,0.192,0.24297,0,0.686989,6,0,-7.663,0,0.105,251.722,1,0.05971,163.881,1,4,0.82,hip-hop
In My Heart,Paul Avgerinos,0.40032,0.364259,476.18567,0.403,0.25441,0.403,0.25441,0.549,0.560216,2,0.327,-63.933358,-17.763,1,0.43,465.821,0.135,0.25441,127.387,0.84772,1,bass
Song Without End,Paul Avgerinos,0.40032,0.403588,225.59302,0.444,0.04581,0.444,0.04581,0.24,0.570825,10,0.715,-11.642,0,0.666,221.576,0.705,0.04581,86.743,0.965455,1,0.506,bass
Old Friends,Paul Brown,0.313562,0.394283,199.05261,0.004,0.36522,0.657,0.36522,0.241,0.603883,4,0.665,-22.272,0,0.605,184.366,0.245,0.36522,86.463,0.920768,4,0.334,rock
Side Steppin',Paul Brown,0.436752,0.435469,211.17342,0.183,1.53392,0.675,0.46551,2.508,0.675771,5,0.27,-97.52033,-14.259,1,0.319,204.312,0,0.19841,113.151,1,3,blues
Dunn's Revenge,Paul Buckmaster,0.40032,0.405597,291.39546,0.066,1.80395,0.717,0.69638,3.605,0.022557,1,0.305,-16.246,1,0.218,281.577,0.295,0.69638,107.965,0.997625,4,0.9,bass
The Interrogation,Paul Buckmaster,0.40032,0.390024,217.20771,0.018,0.48225,0.745,0.48225,0.305,0.581083,6,0.289,-63.933358,-4.272,0,0.48,208.887,0.279,0.2882,154.093,0.897284,4,bass
Mary In Labor,Paul Cantelon,0.342908,0.323635,170.37016,0.344,0.92224,0,0.41139,1.054,0.448026,7,0.35,-9.905,0,0.449,170.37,0.287,0.15596,121.596,1,4,0.194,folk
The Other Boleyn Girl - Opening Titles,Paul Cantelon,0.342908,0.349038,588.85179,0.704,1.0143,0.704,1.0143,0,0.524008,5,0.701,-16.479,1,0.492,581.039,0.264,0.52291,59.678,0.892357,1,0,punk
Dedicated,Paul Carrack,0.345802,0.544322,232.14975,0.019,0.52502,0.917,0.1999,0.148,0.749218,10,0.47,40.72023,-73.24922,-3.952,0,0.497,218.778,0.868,0.03855,184.15,0.999864,hip-hop
I'm On Your Tail,Paul Carrack,0.439202,0.75515,311.14404,0.129,0.05314,0.426,0.05314,0,0.765357,5,0.247,-9.55,0,0.486,311.144,0.441,0.05314,140,0.958328,3,1,pop
Tootie Blues,Paul Geremia,0.342908,0.280935,138.1873,0.147,0.68555,0.582,0.27687,0.601,0.394312,6,0.418,-92.26831,-16.188,1,0.459,130.682,0.315,0.07746,152.709,1,3,country
Beautiful,Paul Glazby,0.342908,0.261982,253.98812,0.115,1.06185,0,0.41398,2.374,0.467411,5,0.371,-12.896,0,0.264,247.333,0.208,0.088,91.97,1,4,0.082,folk
pH4,Paul Glazby,0.40032,0.373833,177.76281,0.339,0.53717,1,0.13164,0.061,0.325701,8,0.573,-8.335,1,0.506,171.862,1,0.13164,148.03,1,4,0.673,country
The Wickedness,Paul Glazby,0.543053,0.39571,240.74404,0.137,0.89888,0.279,0.48245,0,0.593416,2,0.735,50.45663,4.87137,-4.878,0,0.838,240.744,0.378,0.48245,135.535,1,rock
Morning Rain Music by Jorge Alfano,Paul Overman,0.40032,0.244301,132.07465,0.867,0.13136,0.867,0.13136,0.212,0.305495,9,0.481,-7.115,0,0.521,129.289,0.507,0.13136,222.916,1,1,0,classical
Alright Now,Paul Rodgers,0.342908,0.357663,162.32444,0.022,0.31577,0.719,0.31577,0.441,0.551311,5,0.739,-4.48622,-12.892,1,0.636,151.115,0.418,0.13039,166.081,0.978815,4,classical
The Hunter,Paul Rogers,0.40032,0.343605,172.25098,0.676,0.73353,0.839,0.73353,2.456,0.48928,3,0.013,-75.16237,-12.917,1,0.428,163.724,0.61,0.39117,56.977,1,4,pop
A Different Kind of Love,Paul Simon,0.342908,0.366528,345.33832,1,0.49704,1,0.49704,0,0.421376,0,0.585,-8.943,1,0.513,338.164,0.694,0.49704,91.965,1,1,0,folk
Move On,Paul Stanley,0.497833,0.415354,103.75791,0.102,0.11085,0.773,0.11085,0.125,0.457533,2,0.336,-10.352,1,0.537,95.869,0,0.11085,114.61,1,4,0.716,bass
Apogee (ft. TechTonic),Paul Taylor,0.342908,0.308788,188.49914,0.151,1.433,0.579,0.03657,0,0.616313,11,0.323,-5.477,0,0.462,180.767,1,0.03657,85.94,1,4,1,hip-hop
Dream State,Paul Taylor,0.375984,0.406582,352.86159,0.613,13.3073,0.762,0.49926,0.427,0.526515,8,0.554,-9.055,1,0.565,343.458,0.639,0.12782,41.21,0.885159,4,0,folk
East Bay Bounce,Paul Taylor,0.62418,0.580095,145.3971,0.067,0.15106,1,0.15106,0.115,0.806763,10,0.059,-63.933358,-4.219,1,0.415,140.614,0.496,0.15106,209.695,0.999425,4,rock
Enchanted Garden,Paul Taylor,0.445455,0.415304,241.05751,0.308,0.41676,0.415,0.41676,4.272,0.557095,7,0.788,-6.454,1,0.654,236.042,0.204,0.41676,146.053,1,4,0,rock
Long Distance Relationship,Paul Taylor / Terry Dexter,0.342908,0.312131,195.68281,0.632,0.4233,0.632,0.4233,0.38,0.385417,2,1,-11.131,1,0.774,183.954,1,0.0712,87.61,1,1,0.86,bass
Mood Ring,Paul Thorn,0.40032,0.468033,216.99873,0.295,1.70059,0.608,0.45954,0,0.62208,10,0.155,-1.9086,-5.464,0,0.256,208.834,0.203,0.20574,91.988,1,4,rap
The Girl From Ipanema (Garota De Ipanema),Paula Santoro,0.334707,0.354574,269.19138,0.258,0.85941,0.871,0.19923,0.154,0.583299,7,0.397,-74.00712,-6.875,1,0.417,258.943,0.517,0.03459,90.894,1,4,hip-hop
Jealousy,Paulette Tajah,0.299877,0.37772,282.30485,0.992,0.24345,0.992,0.24345,0.165,0.613598,7,0.943,-74.00712,-8.975,1,0.682,272.271,1,0.24345,60.646,0.975439,1,blues
Belina,Paulo Flores,0.342908,0.317834,699.03628,0.079,1.65281,0,0.44372,1.263,0.428375,1,0.66,-91.657,-10.179,1,0.583,691.606,0.538,0.13771,100.53,0.98527,3,blues
Poema do semba,Paulo Flores,0.375984,0.384231,259.18649,0.512,2.6301,0.039,2.23993,8.15,0.641354,6,0.441,31.25536,-11.591,0,0.488,259.186,0.125,2.23993,128.47,0.940139,4,pop
4/20/2002,Pearl Jam,0.342908,0.318834,275.74812,0.867,0.04477,0.867,0.04477,0.355,0.421133,7,0.652,-9.799,0,0.614,253.37,0.177,0.04477,132.786,1,1,0,country
Inside Job,Pearl Jam,0.21508,0.374449,367.41179,0.121,0.50209,1,0.15281,0.078,0.499939,1,0.343,-9.249,1,0.301,357.518,0.361,0.15281,174.57,1,4,0.315,pop
Wishlist,Pearl Jam,0.342908,0.324157,185.80853,0.19,0.70402,0.827,0.23492,0.432,0.452042,5,0.508,-17.379,1,0.458,175.984,0.889,0.23492,130.255,0.883023,4,0.85,rock
You Are,Pearl Jam,0.40032,0.405597,262.21669,0.033,0.76054,0.442,0.1843,0.132,0.48552,7,0.398,-8.089,0,0.353,252.029,0.882,0.1843,105.985,0.868317,4,0.866,pop
Amor De Juventud,Pedro Aznar,0.40032,0.520408,168.75057,0.088,0.95072,1,0.33341,0.281,0.747709,9,0.445,34.05349,-118.24532,-8.91,1,0.419,165.86,1,0.33341,97.099,0.882435,rap
Stand,Pedro Aznar,0.319566,0.339021,258.42893,0.067,0.47931,0.516,0.47931,4.348,0.498946,5,0.217,-83.04792,-6.115,0,0.354,245.719,0.101,0.47931,81.492,0.978175,4,blues
Policias Y Ladrones,Pedro Garcia & His Del Prado Orchestra,0.528782,0.467538,95.68608,0.987,0.90181,0.471,0.38075,0,0.668675,2,0.421,-83.04792,-2.022,1,0.589,87.806,0.84,0.12215,115.887,1,4,punk
La Panadera,Pedro Laza Y Sus Pelayeros,0.906078,0.547764,380.42077,0.419,0.73836,0,0.35522,0,0.867259,6,0.262,-63.933358,-3.183,0,0.424,380.421,0.081,0.15744,158.34,0.995281,3,rock
In The Rain,Pedro Luis e a Parede,0.342908,0.405597,248.11057,0.224,1.06952,0.289,0.57163,3.14,0.238301,7,0.671,-8.448,1,0.651,236.066,0.272,0.2364,93.982,1,3,0.764,blues
Soul,Pedro Luis e a Parede,0.460485,0.350928,147.25179,0.679,0.36066,0.679,0.36066,0,0.5423,8,0.681,-92.82984,-10.978,1,0.516,140.696,0.921,0.07734,105.653,0.92432,1,blues
Fiddle Dee Dee - Original,Pee Wee Crayton,0.342908,0.443876,231.47057,0.368,0.94686,0.385,0.41072,0,0.686812,11,0.016,13.37698,-5.054,0,0.269,231.471,0.017,0.1524,114.037,1,4,rock
Old Fashioned Baby,Pee Wee Crayton,0.342908,0.383141,199.13098,0.254,2.2215,0.477,0.99662,4.394,0.487446,5,0.585,-10.646,1,0.464,189.568,0.112,0.39648,49.565,0.957776,4,0,rock
Pee Wee's Boogie,Pee Wee Crayton,0.342908,0.366741,213.49832,0.074,0.87454,0.724,0.20836,0.387,0.588141,6,0.448,-12.82,1,0.431,198.055,0.321,0.07788,91.806,1,7,0.593,folk
Railroad Boogie,Pee Wee King,0.265861,0.34835,173.87057,0.431,1.36604,0.76,0.29221,0.328,0.523633,7,0.243,-14.095,1,0.448,165.477,0.198,0.29221,103.341,1,3,0.15,pop
Slow Poke,Pee Wee King,0.342908,0.311984,502.69995,0.423,0.29982,0.784,0.29982,0.282,0.541889,9,0.665,135.50323,-8.016,1,0.477,492.472,0.475,0.07542,129.245,1,3,blues
Tennessee Central Number Nine,Pee Wee King,0.615372,0.415656,260.8322,0.008,0.51691,0.833,0.04001,0.491,0.65602,11,0.716,-74.00712,-6.035,0,0.72,249.162,0.793,0.04001,125.007,0.893959,4,folk
Where Were You Last Night,Pee Wee King,0.299877,0.448669,268.7473,0.174,1.47647,0.531,0.25566,0.473,0.582803,3,0.578,-92.58685,-13.505,1,0.604,259.576,0.615,0.25566,96.243,1,3,rock
If You Build A Better Mousetrap,Peggy Lee,0.342908,0.309139,371.04281,0.483,0.20429,0.483,0.20429,0.27,0.475458,2,0.63,-18.226,0,0.825,357.669,0,0.20429,124.122,1,1,0.343,blues
It Never Happened To Me,Peggy Lee,0.40032,0.28033,253.51791,0.095,1.59458,0.918,0.56275,0,0.401567,5,0.61,-6.803,1,0.53,239.514,0.681,0.30628,116.034,1,4,0.107,blues
Mr. Wonderful,Peggy Lee,0.490904,0.524467,229.8771,0.006,1.92114,0.704,0.53485,0.136,0.773736,2,0.465,-3.662,1,0.479,219.347,0.516,0.18611,87.712,0.970201,4,0.618,rock
St. Louis Blues (24-Bit Digitally Remastered 99),Peggy Lee,0.40032,0.326009,251.11465,0.086,0.45932,0.742,0.184,3.825,0.498414,11,0.56,-7.327,1,0.569,241.331,0.075,0.04563,209.956,0.957434,4,0.438,pop
Alli Mia Fora,Peggy Zina,0.30417,0.384986,275.43465,0.214,0.93923,0.713,0.07966,0,0.535703,0,0.584,-11.019,1,0.73,275.435,0.192,0.07966,143.969,0.807503,4,0,folk
Ithaki,Peggy Zina,0.342908,0.438168,123.402,0.011,0.68178,0.785,0.15182,0.104,0.610428,11,0.886,-118.24532,-15.419,1,0.688,114.637,0.698,0.15182,226.146,0.995192,4,rock
O Hiroteros Ehthros Mou,Peggy Zina,0.270776,0.316853,411.68934,0.243,1.01668,0.505,0.24652,2.397,0.612245,4,0.415,-7.172,1,0.34,407.696,0.205,0.05542,156.066,1,4,0.073,folk
Tis Monaxias Ta Monopatia,Peggy Zina,0.427447,0.338947,309.39383,0.156,0.11025,0.572,0.11025,0.096,0.492441,9,0.491,-13.896,0,0.375,306.579,0.533,0.11025,105.882,1,7,1,blues
Psihi Mou Moni,Pegy Zina,0.405116,0.335692,151.09179,0.014,1.89079,1,0.6291,0.154,0.56083,7,0.578,-8.204,1,0.456,142.274,0.895,0.31446,95.072,0.979827,4,0,blues
Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls,Pelle Carlberg,0.342908,0.537676,129.88036,1,0.35983,1,0.35983,0.241,0.763011,7,0.589,-122.62569,-3.487,1,0.587,129.88,0.439,0.35983,130.716,1,1,rock
I Love You_ You Imbecile,Pelle Carlberg,0.407233,0.359186,271.64689,0.105,0.58504,0.357,0.17106,0.124,0.601069,6,0.282,-1.54508,-9.951,0,0.354,264.406,0.777,0.17106,148.142,0.964912,4,blues
Beloki,Peloton,0.40032,0.339408,192.44363,0.108,0.55637,0.787,0.2978,0.485,0.378013,5,0.084,-10.229,1,0.405,178.66,0.787,0.2978,236.006,1,4,0.761,bass
Bestio Tergum Degero Pt. 3,Pelt,0.622435,0.737884,266.73587,0.463,2.10678,0.798,1.5987,2.566,0.83124,6,0.434,-7.834,1,0.443,252.54,0.349,1.5987,117.984,1,4,1,pop
Track 04,Pelt,0.342908,0.557756,276.03546,0.018,0.92548,0.943,0.2952,0,0.838816,0,0.681,-63.933358,-2.98,1,0.359,272.625,1,0.2952,95.684,0.999926,4,rap
Bean Fields (Live) (2001 Digital Remaster),Penguin CafA(c) Orchestra,0.30417,0.413255,262.24281,0.371,1.38721,0.884,0.4689,0.218,0.620964,0,0.423,-8.285,1,0.53,255.176,0.517,0.24533,130.513,1,3,0.438,folk
Bean Fields (Live) (2001 Digital Remaster),Penguin CafA(c) Orchestra,0.40032,0.463193,74.762,0.012,1.35553,0.919,0.66476,0.229,0.602767,0,0,-17.712,1,0,66.113,0.363,0.31307,83.95,0.964524,4,0.66,pop
Harmonic Necklace,Penguin CafA(c) Orchestra,0.40032,0.310545,138.63138,0.574,0.08264,0.574,0.08264,0.206,0.421187,4,0.196,-9.672,1,0.197,134.24,0.756,0.08264,159.587,0.963883,1,0.033,blues
Horns Of The Bull,Penguin CafA(c) Orchestra,0.342908,0.384018,152.99873,0.397,0.09181,0,0.09181,0.868,0.565971,9,0.635,-79.38533,-7.812,1,0.632,152.999,1,0.09181,140.872,1,4,blues
Music By Numbers (2001 Digital Remaster),Penguin CafA(c) Orchestra,0.59408,0.5364,339.25179,0.798,0.58641,0,0.07303,0,0.797421,2,0.5,-63.933358,-5.365,1,0.543,334.321,0.644,0.07303,117.706,0.900934,4,blues
Southern Jukebox Music (Live) (2001 Digital Remaster),Penguin CafA(c) Orchestra,0.69315,0.499826,313.46893,0.709,0.87651,0.75,0.36323,2.862,0.722571,1,0.648,-7.145,0,0.605,301.958,0.14,0.11468,120.064,0.999765,4,0.952,rock
6TH Avenue Nightmare,Pennywise,0.40032,0.333385,386.97751,0.379,0.89701,0,0.28115,3.03,0.426503,10,0.603,-12.006,0,0.749,382.508,0.086,0.13131,189.972,0.872924,4,0.036,bass
Dying to Know (Album Version),Pennywise,0.342908,0.405597,230.21669,0.017,0.78095,0.809,0.2686,0.247,0.396304,1,0.49,-6.321,1,0.591,220.688,0.474,0.2686,109.974,1,4,0.444,pop
Lies,Pennywise,0.367273,0.423356,190.74567,0.643,0.71507,0.643,0.71507,0.264,0.571423,9,0.51,7.01815,-12.7,0,0.515,174.829,0.154,0.41381,98.987,0.979051,1,folk
Yell Out,Pennywise,0.40032,0.272174,184.76363,0.16,5.28738,0.77,0.78957,0,0.076447,9,0.549,-10.317,1,0.642,178.643,1,0.41549,80.031,0.730235,7,0.619,blues
Hole In The Coal,Pentangle,0.342908,0.519637,210.85995,0.105,1.2037,0.528,0.84791,0,0.707205,8,0.156,-63.933358,-3.362,1,0.378,204.841,0.238,0.67091,168.979,0.977039,4,pop
I Saw An Angel,Pentangle,0.342908,0.370274,266.03057,0.435,0.16792,0.502,0.16792,0,0.579309,1,0.505,-63.933358,-9.116,1,0.483,256.43,0.687,0.16792,115.508,1,4,classical
Rain And Snow,Pentangle,0.21508,0.308303,48.63955,0.379,0.43666,0.379,0.43666,0,0.22873,6,0.14,-4.429,0,0.241,48.64,0.238,0.20226,106.41,0.839689,1,0,pop
The Snows,Pentangle,0.40032,0.299088,261.74649,0.04,0.85006,0.485,0.32516,0,0.515729,6,0.854,-6.6,1,0.624,254.386,0.573,0.19459,114.786,1,4,1,hip-hop
Caseta del Plater,Pep Laguarda & Tapineria,0.392009,0.776303,364.64281,0.65,0.60646,0.65,0.60646,2.241,0.839298,0,0.333,-63.933358,-17.67,1,0.326,357.193,0.262,0.1172,60.882,1,1,rock
Roger Milla,Pepe Kalle,0.40032,0.316156,211.25179,0.583,21.32241,1,0.66665,0.398,0.437194,8,0.135,-87.21724,-14.094,1,0.554,205.601,0,0.24586,43.967,1,4,blues
Roger Milla (Stadium Mix),Pepe Kalle,0.265861,0.307675,143.98649,0.021,0.25266,1,0.25266,0.206,0.361363,1,0.255,-14.489,0,0.406,138.228,0.781,0.05451,154.072,0.974063,4,0,rock
Mallorca_ Op.202 - transcr. Marc Switzer,Pepe Romero,0.51232,0.47187,184.05832,0,0.14935,0,0.14935,2.438,0.578517,5,0.161,-14.32,1,0.578,167.01,0.003,0.14935,79.606,0.976178,1,0.256,rock
Freeze,Pepper,0.30417,0.512227,44.35546,0.042,0.89966,0.806,0.46147,0,0.786427,1,0,-18.147,0,0,44.355,0.418,0.46147,136.164,0.999989,4,0.68,pop
Musical 69,Pepper,0.342908,0.405597,205.58322,0.263,1.11556,0,0.44532,0.612,0.425627,9,0.825,-16.056,0,0.836,182.323,0,0.11215,97.976,1,3,1,pop
Point And Shoot (Demo),Pepper,0.591758,0.479408,283.74159,0.877,0.4659,0.877,0.4659,0.183,0.694022,0,0.88,-11.766,1,0.81,275.418,0.486,0.2062,116.621,1,1,0,rock
Stormtrooper (Live),Pepper,0.342908,0.405597,89.44281,0.936,0.27765,0.936,0.27765,0.461,0.528653,4,0.794,-7.238,1,0.627,85.095,0.835,0.05496,140.52,1,1,0,bass
Bastard,Peppermint Creeps,0.342908,0.341252,163.99628,0.01,0.66791,1,0.18706,0.079,0.492738,11,0.55,-63.933358,-8.693,1,0.521,150.645,0.644,0.18706,127.356,0.887238,4,classical
Do Re Mi,Percy Faith,0.40032,0.37456,341.36771,0.019,1.1376,0.78,0.5939,0,0.526077,11,0.152,-10.017,0,0.333,324.377,0.428,0.31934,109.099,1,4,1,pop
I Loves You Porgy,Percy Faith,0.342908,0.240098,56.29342,0.162,0.90822,0.7,0.05238,0,0.391109,2,0.077,-6.621,1,0.341,53.975,0.885,0.05238,140.044,0.900399,4,0,rock
The Song Is You,Percy Faith,0.517149,0.366705,224.36526,0.692,0.19827,0.692,0.19827,0,0.574825,7,0.484,-8.09,1,0.535,224.365,0.274,0.19827,60.092,1,1,0,folk
Under The Bridges Of Paris,Percy Faith,0.40032,0.406368,299.93751,0.064,1.57543,0.252,0.54131,0,0.575987,9,0.493,-9.557,1,0.336,288.177,0.314,0.28651,120.599,0.997682,4,0,rock
